File Name	Input	Output	Count
Actinoplanes_missouriensis_431	None	Vir_act_alpha_C	2
Actinoplanes_missouriensis_431	GyrI-like	HTH_18	1
Actinoplanes_missouriensis_431	Cupin_6	HTH_18	3
Actinoplanes_missouriensis_431	HEM4	Trans_reg_C	2
Actinoplanes_missouriensis_431	Citrate_synt	HTH_17	1
Actinoplanes_missouriensis_431	GAF	SpoIIE	4
Actinoplanes_missouriensis_431	WYL	HTH_11	7
Actinoplanes_missouriensis_431	TetR_C	GntR	1
Actinoplanes_missouriensis_431	HEAT_2	MerR_1	1
Actinoplanes_missouriensis_431	TPR_8	HTH_19	1
Actinoplanes_missouriensis_431	None	HTH_27	1
Actinoplanes_missouriensis_431	MASE1	SpoIIE	1
Actinoplanes_missouriensis_431	AhpC-TSA	HxlR	1
Actinoplanes_missouriensis_431	GAF	HTH_30	1
Actinoplanes_missouriensis_431	DICT	EAL	1
Actinoplanes_missouriensis_431	None	LexA_DNA_bind	1
Actinoplanes_missouriensis_431	TetR_C_13	TetR_N	1
Actinoplanes_missouriensis_431	GAF	Pkinase	1
Actinoplanes_missouriensis_431	LAGLIDADG_WhiA	HTH_WhiA	1
Actinoplanes_missouriensis_431	WhiA_N	HTH_WhiA	1
Actinoplanes_missouriensis_431	HrcA	HTH_DeoR	1
Actinoplanes_missouriensis_431	GAF	EAL	2
Actinoplanes_missouriensis_431	TOBE	HTH_17	1
Actinoplanes_missouriensis_431	Peripla_BP_4	LacI	1
Actinoplanes_missouriensis_431	AHSA1	HTH_20	1
Actinoplanes_missouriensis_431	B12-binding_2	MerR_1	1
Actinoplanes_teichomyceticus_ATCC_31121	None	Pkinase	24
Actinoplanes_teichomyceticus_ATCC_31121	None	PadR	12
Actinoplanes_teichomyceticus_ATCC_31121	None	EAL	21
Actinoplanes_teichomyceticus_ATCC_31121	None	GGDEF	41
Actinoplanes_teichomyceticus_ATCC_31121	AsnC_trans_reg	HTH_AsnC-type	7
Actinoplanes_teichomyceticus_ATCC_31121	None	MerR	4
Actinoplanes_teichomyceticus_ATCC_31121	None	MerR-DNA-bind	1
Actinoplanes_teichomyceticus_ATCC_31121	Pep_deformylase	HTH_31	1
Actinoplanes_teichomyceticus_ATCC_31121	None	HTH_31	35
Actinoplanes_teichomyceticus_ATCC_31121	None	MerR_1	17
Actinoplanes_teichomyceticus_ATCC_31121	None	GerE	20
Actinoplanes_teichomyceticus_ATCC_31121	BTAD	HTH_31	2
Actinoplanes_teichomyceticus_ATCC_31121	BTAD	Trans_reg_C	13
Actinoplanes_teichomyceticus_ATCC_31121	TPR_12	HTH_31	2
Actinoplanes_teichomyceticus_ATCC_31121	TPR_12	Trans_reg_C	3
Actinoplanes_teichomyceticus_ATCC_31121	None	HTH_5	8
Actinoplanes_teichomyceticus_ATCC_31121	None	HxlR	13
Actinoplanes_teichomyceticus_ATCC_31121	None	MarR_2	21
Actinoplanes_teichomyceticus_ATCC_31121	DeoRC	HTH_DeoR	4
Actinoplanes_teichomyceticus_ATCC_31121	None	Trans_reg_C	3
Actinoplanes_teichomyceticus_ATCC_31121	None	FUR	4
Actinoplanes_teichomyceticus_ATCC_31121	Peripla_BP_3	LacI	26
Actinoplanes_teichomyceticus_ATCC_31121	None	CsrA	1
Actinoplanes_teichomyceticus_ATCC_31121	AraC_binding_2	HTH_18	3
Actinoplanes_teichomyceticus_ATCC_31121	None	TetR_N	60
Actinoplanes_teichomyceticus_ATCC_31121	None	MarR	17
Actinoplanes_teichomyceticus_ATCC_31121	ROK	MarR_2	2
Actinoplanes_teichomyceticus_ATCC_31121	PAS	EAL	6
Actinoplanes_teichomyceticus_ATCC_31121	PAS	GGDEF	9
Actinoplanes_teichomyceticus_ATCC_31121	None	Guanylate_cyc	3
Actinoplanes_teichomyceticus_ATCC_31121	cNMP_binding	HTH_Crp_2	3
Actinoplanes_teichomyceticus_ATCC_31121	None	GntR	3
Actinoplanes_teichomyceticus_ATCC_31121	IclR	HTH_IclR	7
Actinoplanes_teichomyceticus_ATCC_31121	DJ-1_PfpI	HTH_18	8
Actinoplanes_teichomyceticus_ATCC_31121	WHG	TetR_N	5
Actinoplanes_teichomyceticus_ATCC_31121	AHSA1	HTH_20	1
Actinoplanes_teichomyceticus_ATCC_31121	Ada_Zn_binding	HTH_18	1
Actinoplanes_teichomyceticus_ATCC_31121	AlkA_N	HTH_18	1
Actinoplanes_teichomyceticus_ATCC_31121	TetR_C_6	TetR_N	7
Actinoplanes_teichomyceticus_ATCC_31121	TetR_C	TetR_N	9
Actinoplanes_teichomyceticus_ATCC_31121	Cupin_2	HTH_3	4
Actinoplanes_teichomyceticus_ATCC_31121	LysR_substrate	HTH_1	18
Actinoplanes_teichomyceticus_ATCC_31121	None	Rrf2	5
Actinoplanes_teichomyceticus_ATCC_31121	Cupin_2	HTH_31	1
Actinoplanes_teichomyceticus_ATCC_31121	FCD	GntR	1
Actinoplanes_teichomyceticus_ATCC_31121	None	HTH_18	8
Actinoplanes_teichomyceticus_ATCC_31121	None	HTH_17	7
Actinoplanes_teichomyceticus_ATCC_31121	CoA_binding	Put_DNA-bind_N	1
Actinoplanes_teichomyceticus_ATCC_31121	PaaX_C	PaaX	2
Actinoplanes_teichomyceticus_ATCC_31121	None	HTH_20	14
Actinoplanes_teichomyceticus_ATCC_31121	Aminotran_1_2	GntR	8
Actinoplanes_teichomyceticus_ATCC_31121	Peptidase_S24	LexA_DNA_bind	4
Actinoplanes_teichomyceticus_ATCC_31121	Fe_dep_repr_C	Fe_dep_repress	1
Actinoplanes_teichomyceticus_ATCC_31121	FeoA	Fe_dep_repress	1
Actinoplanes_teichomyceticus_ATCC_31121	None	Sigma70_r2	14
Actinoplanes_teichomyceticus_ATCC_31121	None	Sigma70_r3	14
Actinoplanes_teichomyceticus_ATCC_31121	None	Sigma70_r4	15
Actinoplanes_teichomyceticus_ATCC_31121	None	HTH_3	2
Actinoplanes_teichomyceticus_ATCC_31121	Arg_repressor_C	Arg_repressor	1
Actinoplanes_teichomyceticus_ATCC_31121	GAF	ANTAR	6
Actinoplanes_teichomyceticus_ATCC_31121	STAS_2	Sigma70_r2	1
Actinoplanes_teichomyceticus_ATCC_31121	STAS_2	Sigma70_r3	1
Actinoplanes_teichomyceticus_ATCC_31121	STAS_2	Sigma70_r4	1
Actinoplanes_teichomyceticus_ATCC_31121	ROK	HTH_24	1
Actinoplanes_teichomyceticus_ATCC_31121	None	HTH_34	2
Actinoplanes_teichomyceticus_ATCC_31121	None	SpoIIE	8
Actinoplanes_teichomyceticus_ATCC_31121	TetR_C_11	TetR_N	4
Actinoplanes_teichomyceticus_ATCC_31121	GAF	HTH_30	1
Actinoplanes_teichomyceticus_ATCC_31121	None	HTH_30	6
Actinoplanes_teichomyceticus_ATCC_31121	AsnC_trans_reg	HTH_24	1
Actinoplanes_teichomyceticus_ATCC_31121	HisKA_7TM	GGDEF	1
Actinoplanes_teichomyceticus_ATCC_31121	None	HTH_19	1
Actinoplanes_teichomyceticus_ATCC_31121	WYL	HTH_11	5
Actinoplanes_teichomyceticus_ATCC_31121	UTRA	GntR	5
Actinoplanes_teichomyceticus_ATCC_31121	None	HDOD	1
Actinoplanes_teichomyceticus_ATCC_31121	AraC_binding	HTH_18	2
Actinoplanes_teichomyceticus_ATCC_31121	HEAT_2	MerR_1	1
Actinoplanes_teichomyceticus_ATCC_31121	GAF	GGDEF	5
Actinoplanes_teichomyceticus_ATCC_31121	DICT	EAL	1
Actinoplanes_teichomyceticus_ATCC_31121	GAF	GerE	1
Actinoplanes_teichomyceticus_ATCC_31121	Arabinose_bd	HTH_18	1
Actinoplanes_teichomyceticus_ATCC_31121	GAF	EAL	3
Actinoplanes_teichomyceticus_ATCC_31121	HEM4	Trans_reg_C	2
Actinoplanes_teichomyceticus_ATCC_31121	Citrate_synt	HTH_17	1
Actinoplanes_teichomyceticus_ATCC_31121	None	HTH_27	1
Actinoplanes_teichomyceticus_ATCC_31121	PAS	GerE	1
Actinoplanes_teichomyceticus_ATCC_31121	None	Vir_act_alpha_C	2
Actinoplanes_teichomyceticus_ATCC_31121	SIS	HTH_6	3
Actinoplanes_teichomyceticus_ATCC_31121	LAGLIDADG_WhiA	HTH_WhiA	1
Actinoplanes_teichomyceticus_ATCC_31121	WhiA_N	HTH_WhiA	1
Actinoplanes_teichomyceticus_ATCC_31121	LMWPc	HTH_20	1
Actinoplanes_teichomyceticus_ATCC_31121	GAF	Pkinase	1
Actinoplanes_teichomyceticus_ATCC_31121	None	TrmB	1
Actinoplanes_teichomyceticus_ATCC_31121	ROK	HTH_IclR	1
Actinoplanes_teichomyceticus_ATCC_31121	HrcA	HTH_DeoR	1
Actinoplanes_teichomyceticus_ATCC_31121	GAF	SpoIIE	1
Actinoplanes_teichomyceticus_ATCC_31121	TOBE	HTH_17	1
Actinoplanes_teichomyceticus_ATCC_31121	B12-binding_2	MerR_1	1
Agrococcus_jejuensis_DSM_22002	None	PadR	6
Agrococcus_jejuensis_DSM_22002	None	GntR	5
Agrococcus_jejuensis_DSM_22002	LysR_substrate	HTH_1	5
Agrococcus_jejuensis_DSM_22002	None	MarR	6
Agrococcus_jejuensis_DSM_22002	UTRA	GntR	5
Agrococcus_jejuensis_DSM_22002	PRD	HTH_11	1
Agrococcus_jejuensis_DSM_22002	PTS_EIIA_2	HTH_11	1
Agrococcus_jejuensis_DSM_22002	AsnC_trans_reg	HTH_AsnC-type	7
Agrococcus_jejuensis_DSM_22002	FCD	GntR	9
Agrococcus_jejuensis_DSM_22002	None	HTH_5	4
Agrococcus_jejuensis_DSM_22002	None	MarR_2	14
Agrococcus_jejuensis_DSM_22002	None	HxlR	3
Agrococcus_jejuensis_DSM_22002	None	HTH_3	4
Agrococcus_jejuensis_DSM_22002	AsnC_trans_reg	HTH_24	2
Agrococcus_jejuensis_DSM_22002	Fe_dep_repr_C	Fe_dep_repress	2
Agrococcus_jejuensis_DSM_22002	FeoA	Fe_dep_repress	2
Agrococcus_jejuensis_DSM_22002	None	TetR_N	22
Agrococcus_jejuensis_DSM_22002	None	MerR_1	4
Agrococcus_jejuensis_DSM_22002	None	HTH_17	2
Agrococcus_jejuensis_DSM_22002	IclR	HTH_IclR	6
Agrococcus_jejuensis_DSM_22002	Peripla_BP_3	LacI	9
Agrococcus_jejuensis_DSM_22002	None	HTH_20	7
Agrococcus_jejuensis_DSM_22002	None	HTH_18	2
Agrococcus_jejuensis_DSM_22002	TOBE	HTH_17	1
Agrococcus_jejuensis_DSM_22002	PucR	HTH_30	1
Agrococcus_jejuensis_DSM_22002	ROK	MarR_2	1
Agrococcus_jejuensis_DSM_22002	None	HTH_31	7
Agrococcus_jejuensis_DSM_22002	None	HTH_IclR	1
Agrococcus_jejuensis_DSM_22002	AraC_binding_2	HTH_18	2
Agrococcus_jejuensis_DSM_22002	TipAS	MerR_1	1
Agrococcus_jejuensis_DSM_22002	None	HTH_30	3
Agrococcus_jejuensis_DSM_22002	None	Pkinase	6
Agrococcus_jejuensis_DSM_22002	None	FUR	2
Agrococcus_jejuensis_DSM_22002	None	Trans_reg_C	2
Agrococcus_jejuensis_DSM_22002	WYL	HTH_11	1
Agrococcus_jejuensis_DSM_22002	Aminotran_1_2	GntR	2
Agrococcus_jejuensis_DSM_22002	WHG	TetR_N	2
Agrococcus_jejuensis_DSM_22002	TetR_C	TetR_N	2
Agrococcus_jejuensis_DSM_22002	TetR_C_6	TetR_N	2
Agrococcus_jejuensis_DSM_22002	DJ-1_PfpI	HTH_18	1
Agrococcus_jejuensis_DSM_22002	DeoRC	HTH_DeoR	4
Agrococcus_jejuensis_DSM_22002	Peripla_BP_1	LacI	1
Agrococcus_jejuensis_DSM_22002	None	SpoIIE	1
Agrococcus_jejuensis_DSM_22002	SIS	HTH_6	1
Agrococcus_jejuensis_DSM_22002	None	ANTAR	1
Agrococcus_jejuensis_DSM_22002	GAF	ANTAR	1
Agrococcus_jejuensis_DSM_22002	Sugar-bind	HTH_24	1
Agrococcus_jejuensis_DSM_22002	None	GerE	1
Agrococcus_jejuensis_DSM_22002	Cupin_2	HTH_31	1
Agrococcus_jejuensis_DSM_22002	None	MerR	1
Agrococcus_jejuensis_DSM_22002	None	Sigma70_r2	1
Agrococcus_jejuensis_DSM_22002	None	Sigma70_r3	1
Agrococcus_jejuensis_DSM_22002	None	Sigma70_r4	1
Agrococcus_jejuensis_DSM_22002	Peptidase_S24	LexA_DNA_bind	1
Agrococcus_jejuensis_DSM_22002	LAGLIDADG_WhiA	HTH_WhiA	1
Agrococcus_jejuensis_DSM_22002	WhiA_N	HTH_WhiA	1
Arthrobacter_dokdonellae	None	TetR_N	29
Arthrobacter_dokdonellae	IclR	HTH_IclR	13
Arthrobacter_dokdonellae	FCD	GntR	26
Arthrobacter_dokdonellae	Peripla_BP_3	LacI	15
Arthrobacter_dokdonellae	None	HTH_20	9
Arthrobacter_dokdonellae	AsnC_trans_reg	HTH_24	3
Arthrobacter_dokdonellae	None	HTH_18	3
Arthrobacter_dokdonellae	None	Trans_reg_C	2
Arthrobacter_dokdonellae	None	PadR	8
Arthrobacter_dokdonellae	TetR_C_6	TetR_N	4
Arthrobacter_dokdonellae	None	HTH_17	14
Arthrobacter_dokdonellae	None	HTH_5	7
Arthrobacter_dokdonellae	None	GerE	8
Arthrobacter_dokdonellae	LysR_substrate	HTH_1	14
Arthrobacter_dokdonellae	None	HTH_3	4
Arthrobacter_dokdonellae	TetR_C	TetR_N	5
Arthrobacter_dokdonellae	None	MarR	12
Arthrobacter_dokdonellae	TOBE	HTH_17	1
Arthrobacter_dokdonellae	None	HTH_31	10
Arthrobacter_dokdonellae	Fe_dep_repr_C	Fe_dep_repress	2
Arthrobacter_dokdonellae	FeoA	Fe_dep_repress	2
Arthrobacter_dokdonellae	None	MerR	1
Arthrobacter_dokdonellae	None	MerR-DNA-bind	1
Arthrobacter_dokdonellae	None	RHH_1	3
Arthrobacter_dokdonellae	ROK	HTH_IclR	2
Arthrobacter_dokdonellae	None	FUR	2
Arthrobacter_dokdonellae	None	MarR_2	8
Arthrobacter_dokdonellae	None	HD_5	1
Arthrobacter_dokdonellae	None	HTH_30	5
Arthrobacter_dokdonellae	AHSA1	HTH_20	1
Arthrobacter_dokdonellae	Aminotran_1_2	GntR	2
Arthrobacter_dokdonellae	DeoRC	HTH_DeoR	5
Arthrobacter_dokdonellae	Peripla_BP_1	LacI	1
Arthrobacter_dokdonellae	HrcA	HTH_DeoR	1
Arthrobacter_dokdonellae	UTRA	GntR	2
Arthrobacter_dokdonellae	Cupin_2	HTH_3	1
Arthrobacter_dokdonellae	LAGLIDADG_WhiA	HTH_WhiA	1
Arthrobacter_dokdonellae	WhiA_N	HTH_WhiA	1
Arthrobacter_dokdonellae	None	GntR	1
Arthrobacter_dokdonellae	Redoxin	MerR	1
Arthrobacter_dokdonellae	GAF	ANTAR	3
Arthrobacter_dokdonellae	PAS	ANTAR	1
Arthrobacter_dokdonellae	None	Pkinase	4
Arthrobacter_dokdonellae	None	MerR_1	4
Arthrobacter_dokdonellae	Arg_repressor_C	Arg_repressor	1
Arthrobacter_dokdonellae	None	HxlR	2
Arthrobacter_dokdonellae	Peptidase_S24	LexA_DNA_bind	1
Arthrobacter_dokdonellae	None	SpoIIE	1
Arthrobacter_dokdonellae	None	Guanylate_cyc	1
Arthrobacter_dokdonellae	HEM4	Trans_reg_C	1
Arthrobacter_dokdonellae	PucR	HTH_30	3
Arthrobacter_dokdonellae	ROK	MarR_2	1
Arthrobacter_dokdonellae	None	Vir_act_alpha_C	2
Arthrobacter_dokdonellae	AsnC_trans_reg	HTH_AsnC-type	3
Arthrobacter_dokdonellae	None	Sigma70_r2	1
Arthrobacter_dokdonellae	None	Sigma70_r3	1
Arthrobacter_dokdonellae	None	Sigma70_r4	1
Arthrobacter_dokdonellae	None	Rrf2	1
Arthrobacter_dokdonellae	GyrI-like	MerR_1	1
Arthrobacter_dokdonellae	AraC_binding_2	HTH_18	1
Arthrobacter_dokdonellae	None	HTH_IclR	2
Arthrobacter_dokdonellae	Cupin_2	HTH_31	1
Arthrobacter_dokdonellae	Peripla_BP_3	GntR	1
Arthrobacter_dokdonellae	None	CsrA	1
Arthrobacter_dokdonellae	SIS	HTH_6	1
Arthrobacter_dokdonellae	WHG	TetR_N	1
Arthrobacter_dokdonellae	None	HTH_AsnC-type	1
Arthrobacter_dokdonellae	TipAS	MerR_1	1
Arthrobacter_dokdonellae	cNMP_binding	HTH_Crp_2	1
Arthrobacter_dokdonellae	ROK	HTH_24	1
Arthrobacter_dokdonellae	CoA_binding	Put_DNA-bind_N	1
Arthrobacter_dokdonellae	EPSP_synthase	HTH_3	1
Arcanobacterium_phocae_DSM_10002	TipAS	MerR_1	1
Arcanobacterium_phocae_DSM_10002	None	HTH_5	1
Arcanobacterium_phocae_DSM_10002	None	HTH_31	2
Arcanobacterium_phocae_DSM_10002	Peptidase_S24	LexA_DNA_bind	1
Arcanobacterium_phocae_DSM_10002	None	FUR	1
Arcanobacterium_phocae_DSM_10002	None	Pkinase	4
Arcanobacterium_phocae_DSM_10002	None	Sigma70_r2	1
Arcanobacterium_phocae_DSM_10002	None	Sigma70_r3	1
Arcanobacterium_phocae_DSM_10002	None	Sigma70_r4	1
Arcanobacterium_phocae_DSM_10002	Peripla_BP_3	LacI	5
Arcanobacterium_phocae_DSM_10002	None	HTH_24	1
Arcanobacterium_phocae_DSM_10002	Arg_repressor_C	Arg_repressor	1
Arcanobacterium_phocae_DSM_10002	HrcA	HTH_DeoR	1
Arcanobacterium_phocae_DSM_10002	None	HTH_3	6
Arcanobacterium_phocae_DSM_10002	None	TetR_N	7
Arcanobacterium_phocae_DSM_10002	None	LytTR	1
Arcanobacterium_phocae_DSM_10002	None	GntR	4
Arcanobacterium_phocae_DSM_10002	None	PadR	2
Arcanobacterium_phocae_DSM_10002	None	MerR_1	4
Arcanobacterium_phocae_DSM_10002	LAGLIDADG_WhiA	HTH_WhiA	1
Arcanobacterium_phocae_DSM_10002	WhiA_N	HTH_WhiA	1
Arcanobacterium_phocae_DSM_10002	None	Guanylate_cyc	1
Arcanobacterium_phocae_DSM_10002	IclR	HTH_IclR	1
Arcanobacterium_phocae_DSM_10002	None	HTH_20	1
Arcanobacterium_phocae_DSM_10002	cNMP_binding	HTH_Crp_2	1
Arcanobacterium_phocae_DSM_10002	None	HTH_17	5
Arcanobacterium_phocae_DSM_10002	None	GerE	1
Arcanobacterium_phocae_DSM_10002	ROK	HTH_IclR	1
Arcanobacterium_phocae_DSM_10002	None	LacI	1
Arcanobacterium_phocae_DSM_10002	None	MarR_2	2
Arcanobacterium_phocae_DSM_10002	Fe_dep_repr_C	Fe_dep_repress	2
Arcanobacterium_phocae_DSM_10002	FeoA	Fe_dep_repress	2
Arcanobacterium_phocae_DSM_10002	Sugar-bind	HTH_23	1
Arcanobacterium_phocae_DSM_10002	FCD	GntR	1
Arcanobacterium_phocae_DSM_10002	UTRA	GntR	2
Arcanobacterium_phocae_DSM_10002	Choline_kinase	HTH_24	1
Arcanobacterium_phocae_DSM_10002	NTP_transf_3	HTH_24	1
Actinomyces_oris_FDAARGOS_1051	None	TetR_N	16
Actinomyces_oris_FDAARGOS_1051	None	HTH_3	10
Actinomyces_oris_FDAARGOS_1051	FCD	GntR	3
Actinomyces_oris_FDAARGOS_1051	None	Trans_reg_C	1
Actinomyces_oris_FDAARGOS_1051	LysR_substrate	HTH_1	3
Actinomyces_oris_FDAARGOS_1051	None	HTH_5	3
Actinomyces_oris_FDAARGOS_1051	None	HxlR	4
Actinomyces_oris_FDAARGOS_1051	None	RHH_1	2
Actinomyces_oris_FDAARGOS_1051	None	MerR_1	8
Actinomyces_oris_FDAARGOS_1051	ROK	MarR_2	1
Actinomyces_oris_FDAARGOS_1051	None	MarR	5
Actinomyces_oris_FDAARGOS_1051	None	Guanylate_cyc	1
Actinomyces_oris_FDAARGOS_1051	None	HTH_17	4
Actinomyces_oris_FDAARGOS_1051	None	HTH_20	5
Actinomyces_oris_FDAARGOS_1051	None	HTH_18	2
Actinomyces_oris_FDAARGOS_1051	None	MarR_2	2
Actinomyces_oris_FDAARGOS_1051	UTRA	GntR	2
Actinomyces_oris_FDAARGOS_1051	Peripla_BP_3	LacI	6
Actinomyces_oris_FDAARGOS_1051	None	Pkinase	11
Actinomyces_oris_FDAARGOS_1051	Arg_repressor_C	Arg_repressor	1
Actinomyces_oris_FDAARGOS_1051	None	HTH_30	1
Actinomyces_oris_FDAARGOS_1051	None	HTH_31	4
Actinomyces_oris_FDAARGOS_1051	WHG	TetR_N	5
Actinomyces_oris_FDAARGOS_1051	TipAS	MerR_1	1
Actinomyces_oris_FDAARGOS_1051	LAGLIDADG_WhiA	HTH_WhiA	1
Actinomyces_oris_FDAARGOS_1051	WhiA_N	HTH_WhiA	1
Actinomyces_oris_FDAARGOS_1051	None	Sigma70_r2	1
Actinomyces_oris_FDAARGOS_1051	None	Sigma70_r3	1
Actinomyces_oris_FDAARGOS_1051	None	Sigma70_r4	1
Actinomyces_oris_FDAARGOS_1051	None	FUR	1
Actinomyces_oris_FDAARGOS_1051	HrcA	HTH_DeoR	1
Actinomyces_oris_FDAARGOS_1051	Fe_dep_repr_C	Fe_dep_repress	2
Actinomyces_oris_FDAARGOS_1051	FeoA	Fe_dep_repress	1
Actinomyces_oris_FDAARGOS_1051	DeoRC	HTH_DeoR	3
Actinomyces_oris_FDAARGOS_1051	IclR	HTH_IclR	1
Actinomyces_oris_FDAARGOS_1051	Peptidase_S24	LexA_DNA_bind	1
Actinomyces_oris_FDAARGOS_1051	None	PadR	4
Actinomyces_oris_FDAARGOS_1051	BTAD	Trans_reg_C	1
Actinomyces_oris_FDAARGOS_1051	TetR_C_6	TetR_N	1
Actinomyces_oris_FDAARGOS_1051	Sugar-bind	HTH_28	1
Actinomyces_oris_FDAARGOS_1051	None	GntR	1
Actinomyces_oris_FDAARGOS_1051	cNMP_binding	HTH_Crp_2	1
Actinomyces_oris_FDAARGOS_1051	DJ-1_PfpI	HTH_18	1
Actinomyces_oris_FDAARGOS_1051	NTP_transf_2	HTH_31	1
Actinomyces_oris_FDAARGOS_1051	WYL	HTH_11	1
Actinomyces_oris_FDAARGOS_1051	GyrI-like	HTH_18	1
Actinomyces_oris_FDAARGOS_1051	None	HTH_34	1
Actinomyces_oris_FDAARGOS_1051	None	HTH_26	1
Actinomyces_oris_FDAARGOS_1051	Peripla_BP_1	LacI	1
Arthrobacter_sunyaminii_zg_ZUI122	None	Pkinase	6
Arthrobacter_sunyaminii_zg_ZUI122	None	SpoIIE	2
Arthrobacter_sunyaminii_zg_ZUI122	FCD	GntR	9
Arthrobacter_sunyaminii_zg_ZUI122	None	MerR	3
Arthrobacter_sunyaminii_zg_ZUI122	None	MerR-DNA-bind	1
Arthrobacter_sunyaminii_zg_ZUI122	Peripla_BP_3	LacI	10
Arthrobacter_sunyaminii_zg_ZUI122	None	MarR	8
Arthrobacter_sunyaminii_zg_ZUI122	DeoRC	HTH_DeoR	2
Arthrobacter_sunyaminii_zg_ZUI122	LysR_substrate	HTH_1	7
Arthrobacter_sunyaminii_zg_ZUI122	None	HTH_3	3
Arthrobacter_sunyaminii_zg_ZUI122	None	TetR_N	28
Arthrobacter_sunyaminii_zg_ZUI122	GAF	ANTAR	2
Arthrobacter_sunyaminii_zg_ZUI122	None	Trans_reg_C	1
Arthrobacter_sunyaminii_zg_ZUI122	None	HTH_IclR	1
Arthrobacter_sunyaminii_zg_ZUI122	IclR	HTH_IclR	13
Arthrobacter_sunyaminii_zg_ZUI122	Fe_dep_repr_C	Fe_dep_repress	2
Arthrobacter_sunyaminii_zg_ZUI122	FeoA	Fe_dep_repress	2
Arthrobacter_sunyaminii_zg_ZUI122	Cupin_2	HTH_31	2
Arthrobacter_sunyaminii_zg_ZUI122	None	HTH_26	1
Arthrobacter_sunyaminii_zg_ZUI122	None	GerE	9
Arthrobacter_sunyaminii_zg_ZUI122	None	HTH_20	1
Arthrobacter_sunyaminii_zg_ZUI122	TetR_C	TetR_N	4
Arthrobacter_sunyaminii_zg_ZUI122	None	HTH_18	2
Arthrobacter_sunyaminii_zg_ZUI122	None	Sigma70_r4	2
Arthrobacter_sunyaminii_zg_ZUI122	None	HTH_5	3
Arthrobacter_sunyaminii_zg_ZUI122	PucR	HTH_30	3
Arthrobacter_sunyaminii_zg_ZUI122	None	ANTAR	2
Arthrobacter_sunyaminii_zg_ZUI122	WHG	TetR_N	1
Arthrobacter_sunyaminii_zg_ZUI122	None	EAL	1
Arthrobacter_sunyaminii_zg_ZUI122	None	GGDEF	1
Arthrobacter_sunyaminii_zg_ZUI122	None	Guanylate_cyc	1
Arthrobacter_sunyaminii_zg_ZUI122	AsnC_trans_reg	HTH_AsnC-type	5
Arthrobacter_sunyaminii_zg_ZUI122	None	HTH_31	1
Arthrobacter_sunyaminii_zg_ZUI122	None	MarR_2	7
Arthrobacter_sunyaminii_zg_ZUI122	Peptidase_S24	LexA_DNA_bind	1
Arthrobacter_sunyaminii_zg_ZUI122	Arg_repressor_C	Arg_repressor	1
Arthrobacter_sunyaminii_zg_ZUI122	None	MerR_1	3
Arthrobacter_sunyaminii_zg_ZUI122	None	PadR	6
Arthrobacter_sunyaminii_zg_ZUI122	None	Sigma70_r2	1
Arthrobacter_sunyaminii_zg_ZUI122	None	Sigma70_r3	1
Arthrobacter_sunyaminii_zg_ZUI122	None	HTH_34	2
Arthrobacter_sunyaminii_zg_ZUI122	UTRA	GntR	2
Arthrobacter_sunyaminii_zg_ZUI122	Sugar-bind	MarR_2	1
Arthrobacter_sunyaminii_zg_ZUI122	None	LacI	1
Arthrobacter_sunyaminii_zg_ZUI122	LAGLIDADG_WhiA	HTH_WhiA	1
Arthrobacter_sunyaminii_zg_ZUI122	WhiA_N	HTH_WhiA	1
Arthrobacter_sunyaminii_zg_ZUI122	None	GntR	2
Arthrobacter_sunyaminii_zg_ZUI122	HrcA	HTH_DeoR	1
Arthrobacter_sunyaminii_zg_ZUI122	TetR_C_6	TetR_N	1
Arthrobacter_sunyaminii_zg_ZUI122	None	HTH_30	2
Arthrobacter_sunyaminii_zg_ZUI122	WYL	HTH_11	2
Arthrobacter_sunyaminii_zg_ZUI122	None	FUR	2
Arthrobacter_sunyaminii_zg_ZUI122	None	HTH_17	3
Arthrobacter_sunyaminii_zg_ZUI122	GAF	Pkinase	1
Arthrobacter_sunyaminii_zg_ZUI122	None	LytTR	1
Arthrobacter_sunyaminii_zg_ZUI122	CoA_binding	Put_DNA-bind_N	1
Arthrobacter_sunyaminii_zg_ZUI122	cNMP_binding	HTH_Crp_2	1
Agromyces_intestinalis_KACC_19306	None	HTH_20	10
Agromyces_intestinalis_KACC_19306	None	HxlR	4
Agromyces_intestinalis_KACC_19306	None	TetR_N	30
Agromyces_intestinalis_KACC_19306	None	HTH_18	4
Agromyces_intestinalis_KACC_19306	None	HTH_5	3
Agromyces_intestinalis_KACC_19306	Aminotran_1_2	GntR	7
Agromyces_intestinalis_KACC_19306	None	Sigma70_r2	1
Agromyces_intestinalis_KACC_19306	None	Sigma70_r3	1
Agromyces_intestinalis_KACC_19306	None	Sigma70_r4	1
Agromyces_intestinalis_KACC_19306	None	HTH_30	2
Agromyces_intestinalis_KACC_19306	None	PadR	11
Agromyces_intestinalis_KACC_19306	None	GerE	6
Agromyces_intestinalis_KACC_19306	DeoRC	HTH_DeoR	4
Agromyces_intestinalis_KACC_19306	Cupin_6	HTH_18	2
Agromyces_intestinalis_KACC_19306	None	HTH_17	2
Agromyces_intestinalis_KACC_19306	None	HTH_1	1
Agromyces_intestinalis_KACC_19306	None	Pkinase	6
Agromyces_intestinalis_KACC_19306	None	MerR_1	7
